ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,SCHOOL NO.,SCHOOL NO.,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,OPENING HOURS,開放時間,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,EMAIL ADDRESS,電郵地址,WEBSITE,網頁,RELIGION,宗教,
Kindergartens,幼稚園,MING WAI KINDERGARTEN (A.M.),明慧幼稚園(上午),1/F 2-8 TSAT TSZ MUI ROAD NORTH POINT HONG KONG,香港北角七姊妹道2-8號2樓,114-12-2,114-12-2,22-17-26,22-17-26,838720.7,838720.7,816842.7,816842.7,321087000111,321087000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25615804,25615804,25900309,25900309,,,http://www.mingwai.edu.hk,http://www.mingwai.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ST NICHOLAS' ENGLISH KG(P.M.),金巴倫英文幼稚園(下午),57 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道57號,114-10-38,114-10-38,22-19-56,22-19-56,836292,836292,821460,821460,214868000112,214868000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23373888,23373888,23388577,23388577,,,http://www.stnicholas.edu.hk,http://www.stnicholas.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,DELIA ENGLISH PRIMARY SCHOOL & KINDERGARTEN(A.M.),地利亞英文小學暨幼稚園(上午),1/F 2/F & PORTIONS OF G/F & 3/F OF TOWER T46 84-86 BROADWAY MEI FOO SUN CHUEN KOWLOON,九龍美孚新邨百老匯街84至86號,114-8-27,114-8-27,22-20-7,22-20-7,832557.4,832557.4,821793.4,821793.4,216208000111,216208000111,CO-ED,男女,A.M.,上午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,WELLBORN ANGLO-CHINESE KINDERGARTEN(P.M.),威寶中英文幼稚園(下午),STTL 258 RP CHEVALIER GARDEN MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山富安花園沙田市地段第258號,114-13-31,114-13-31,22-24-12,22-24-12,841261.4,841261.4,829341.6,829341.6,231258000112,231258000112,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26426033,26426033,26335166,26335166,,,http://www.wellborn.edu.hk,http://www.wellborn.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,YL TK DIST ASSN MRS WONG SIU KEUNG KG(WHOLE DAY),元朗東莞同鄉會王少強夫人幼稚園(全日),"G/F, SHUI CHUEN HOUSE (BLOCK 3) TIN SHUI ESTATE YUEN LONG NEW TERRITORIES",新界元朗天瑞邨瑞泉樓(第3座)地下,113-59-48,113-59-48,22-27-25,22-27-25,817724.6,817724.6,835271.2,835271.2,159115000113,159115000113,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24458553,24458553,24472224,24472224,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,HO CHING KG (SPONSORED BY SIK SIK YUEN) (A.M.),嗇色園主辦可正幼稚園(上午),"G/F., KWONG NING HOUSE (BLOCK F) KWONG MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳廣明苑廣寧閣(F座)地下,114-15-36,114-15-36,22-18-46,22-18-46,844844.4,844844.4,819302.3,819302.3,525758000111,525758000111,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21782244,21782244,21781121,21781121,,,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教,
Kindergartens,幼稚園,C&MA FAIRVIEW PARK KINDERGARTEN (A.M.),基督教宣道會錦綉幼稚園(上午),1/F BLOCK D & E TOWN CENTRE FAIRVIEW PARK YUEN LONG NEW TERRITORIES,新界元朗錦繡花園市中心D及E座一樓,114-2-42,114-2-42,22-28-39,22-28-39,822685.1,822685.1,837546.6,837546.6,156949000111,156949000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24716461,24716461,24711612,24711612,,,http://www.cmafvpkg.edu.hk,http://www.cmafvpkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HO LAP KG (SPONSORED BY SIK SIK YUEN)(P.M.),嗇色園主辦可立幼稚園(下午),"WING B & C,G/F., LOK SHUN HOUSE TSZ LOK ESTATE TSZ WAN SHAN WONG TAI SIN KOWLOON","九龍黃大仙慈雲山慈樂邨樂信樓地下B,C翼",114-11-57,114-11-57,22-20-50,22-20-50,838549.9,838549.9,823122.7,823122.7,523429000112,523429000112,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23248201,23248201,23284693,23284693,,,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教,
Kindergartens,幼稚園,SKH KINDLY LIGHT CHURCH OR PUI CHEUNG KG(P.M.),聖公會慈光堂柯佩璋幼稚園(下午),"NOS 101-108 & 117-124, G/F,TUNG YUEN HSE CHUK YUEN NORTH ESTATE WONG TAI SIN KOWLOON",九龍黃大仙竹園北邨桐園樓地下,114-11-41,114-11-41,22-20-45,22-20-45,838093.4,838093.4,822974.2,822974.2,325546000112,325546000112,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23254254,23254254,23241730,23241730,,,http://www.skhklcopc.edu.hk,http://www.skhklcopc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,GOOD HOPE PRI SCH CUM KG(A.M.),德望小學暨幼稚園(上午),381-383 JAT'S INCLINE KOWLOON,九龍扎山道381-383號,114-13-7,114-13-7,22-20-5,22-20-5,840577,840577,821731,821731,588130000111,588130000111,GIRLS,女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23202269,23202269,23201848,23201848,,,,,CATHOLICISM,天主教,
Kindergartens,幼稚園,MYNORS INTERNATIONAL KINDERGARTEN(WHOLE DAY),麥克萊國際幼稚園(全日),"PORTION A, COMMERCIAL UNIT, SHOP 1-11, LEVEL 1, BELAIR MONTE SHOPPING CENTRE, 3 MA SIK ROAD, FANLING, NEW TERRITORIES",新界粉嶺馬適路三號綠悠軒商場1樓1-11號A舖,114-8-40,114-8-40,22-30-6,22-30-6,832942.7,832942.7,840224,840224,601250000113,601250000113,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,NOT APPLICABLE,,
Kindergartens,幼稚園,SKH KINDLY LIGHT CH HOLY CARPENTER KG(WHOLE DAY),聖公會慈光堂聖匠幼稚園(全日),LEVEL 7 CARPARK BUILDING HONG PAK COURT LAM TIN KOWLOON,九龍藍田康栢苑停車場大廈七樓一號,114-14-21,114-14-21,22-18-9,22-18-9,842677.8,842677.8,818177.3,818177.3,325937000113,325937000113,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23477988;23477262,23477988;23477262,23477908,23477908,,,http://www.skhklchc.edu.hk,http://www.skhklchc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,ST. HILARY'S KINDERGARTEN (HUNG HOM) (P.M.),德萃幼稚園(紅磡) (下午),"ENTRANCE OF G/F., 1/F., 2/F. AND FLAT ROOF OF 2/F., METRO 6, 121 BULKELEY STREET, HUNG HOM, KOWLOON",九龍紅磡寶其利街121號城中匯地下入口、1樓、2樓及2樓平台,114-11-5,114-11-5,22-18-28,22-18-28,837071.4,837071.4,818746.5,818746.5,604445000112,604445000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,AGNES WISE KINDERGARTEN (WHOLE DAY),雅麗斯樂思幼稚園(全日),G/F & 1/F KINDERGARTEN UPTOWN 600 CASTLE PEAK ROAD HUNG SHUI KIU YUEN LONG NEW TERRITORIES,新界元朗青山公路洪水橋段600號尚城地下及1樓幼稚園,114-0-1,114-0-1,22-26-7,22-26-7,818092.9,818092.9,832880,832880,598623000113,598623000113,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,35202342,35202342,35202344,35202344,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,KWAI CHUNG BAPTIST CHURCH KINDERGARTEN(P.M.),葵涌浸信會幼稚園(下午),KCTL 142 TAI LOONG STREET G/F-2/F KWAI CHUNG NEW TERRITORIES,新界葵涌大隴街142號地段地下至2樓,114-8-14,114-8-14,22-21-55,22-21-55,832197.1,832197.1,825116.5,825116.5,155560000112,155560000112,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24240864,24240864,24815704,24815704,,,http://www.kcbck.edu.hk,http://www.kcbck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YUEN KONG KINDERGARTEN,元岡幼稚園,YUEN KONG VILLAGE KAM SHEUNG ROAD PAT HEUNG YUEN LONG NEW TERRITORIES (LOT NO DD106),新界元朗八鄉錦上路元岡村(丈量約份第106約地段),114-4-40,114-4-40,22-25-31,22-25-31,826064.1,826064.1,831781.7,831781.7,158321000112,158321000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,34831350,34831350,24833757,24833757,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,OISCA JAPANESE KINDERGARTEN(WHOLE DAY),奧伊斯嘉日本語幼稚園(全日),G/F MING YUEN MANSION 26-48 PEACOCK ROAD NORTH POINT HONG KONG,香港北角孔雀路26-48號明園大廈地下,114-11-58,114-11-58,22-17-22,22-17-22,838593.2,838593.2,816722.7,816722.7,215694000113,215694000113,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27755899,27755899,25165509,25165509,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,GREENFIELD ENG (INT) KG (THE LONG BEACH),綠茵英文(國際)幼稚園(浪澄灣),UNIT 1 KINDERGARTEN AREA & UNIT 3-6 UG/F THE LONG BEACH 8 HOI FAI ROAD KOWLOON,九龍海輝道8號浪澄灣高層地下幼稚園單位1號及單位3-6號,114-9-23,114-9-23,22-19-9,22-19-9,834150.5,834150.5,820009.5,820009.5,586862000113,586862000113,CO-ED,男女,WHOLE DAY,全日,YAU TSIM MONG,油尖旺區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,35148081,35148081,35148182,35148182,,,,,,,
Kindergartens,幼稚園,KORNHILL CHRISTIAN ANGLO-CHINESE KG (A.M.),基督教康山中英文幼稚園(上午),KORNHILL PLAZA (NORTH) 1/F KORNHILL DEVELOPMENT PHASE II - COMMERCIAL I I.L. 8566 QUARRY BAY HONG KONG,香港鰂魚涌內8566號地段康怡廣場(北)第2期1樓,114-12-58,114-12-58,22-17-6,22-17-6,840318.5,840318.5,816238.9,816238.9,215848000111,215848000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28855836,28855836,29159296,29159296,,,http://www.kids-club.net/edu/kcackg,http://www.kids-club.net/edu/kcackg,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,AMERICAN INTERNATIONAL SCHOOL (A.M.),美國國際學校(上午),117 119 121 123 125 & 129 WATERLOO ROAD KOWLOON TONG KOWLOON,九龍九龍塘窩打老道117119121123125及129號,114-10-43,114-10-43,22-19-53,22-19-53,836433,836433,821372,821372,287695000211,287695000211,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23045077,23045077,23365276,23365276,,,http://www.ais.edu.hk/,http://www.ais.edu.hk/,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,PUI CHING PRIMARY SCHOOL(P.M.),香港培正小學(下午),"80 WATERLOO ROAD B2-7/F, 13/F - 14/F, AND ROOF BLOCK K 5/F, ROOF GARDEN BLOCK A & KIL 3056 PUI CHING ROAD (EXCLUDING BLOCKS E & G) KOWLOON",九龍窩打老道80號K座地庫2層至7樓、13樓至14樓及天台A座5樓至天台花園及培正道地段3056(不包括E座及G座),114-10-34,114-10-34,22-19-5,22-19-5,836182.3,836182.3,819887.9,819887.9,513350000112,513350000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27142562,27142562,27609717,27609717,,,http://www.pcps.edu.hk,http://www.pcps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,KOWLOON TRUE LIGHT SCHOOL (KG SECTION) (P.M.),九龍真光中學(幼稚園部)(下午),"SHOP B, 1/F., AND ENTRANCE HALL FOR SHOP B, G/F., BILLIONNAIRE AVANT, NO. 56 NGA TSIN LONG ROAD, KOWLOON",九龍衙前塱道56號御門前一樓B號舖連地下B舖入口,114-11-22,114-11-22,22-19-48,22-19-48,837563.6,837563.6,821203.5,821203.5,607150000112,607150000112,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,MYNORS INTERNATIONAL KINDERGARTEN(P.M.),麥克萊國際幼稚園(下午),"PORTION A, COMMERCIAL UNIT, SHOP 1-11, LEVEL 1, BELAIR MONTE SHOPPING CENTRE, 3 MA SIK ROAD, FANLING, NEW TERRITORIES",新界粉嶺馬適路三號綠悠軒商場1樓1-11號A舖,114-8-40,114-8-40,22-30-6,22-30-6,832941.9,832941.9,840227,840227,601250000112,601250000112,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,NOT APPLICABLE,,
Kindergartens,幼稚園,ZION LUTHERAN KINDERGARTEN (A.M.),路德會錫安堂幼稚園(上午),2/F 275 KING'S ROAD HONG KONG,香港英皇道275號3樓,114-11-42,114-11-42,22-17-25,22-17-25,838142.4,838142.4,816822.4,816822.4,316660000111,316660000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25712570,25712570,25704685,25704685,,,http://kindergarten.zionluth.org.hk,http://kindergarten.zionluth.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HONG KONG BAPTIST UNIVERSITY - KINDERGARTEN(WHOLE DAY),香港浸會大學附屬幼稚園(全日),3/F - 4/F MADAM CHAN WU WAN KWAI SCE TOWER BAPTIST UNIVERSITY ROAD KOWLOON TONG KOWLOON,九龍九龍塘浸會大學道陳瑞槐夫人胡尹桂女士持續教育大樓3樓及4樓,114-10-58,114-10-58,22-20-10,22-20-10,836869.2,836869.2,821886.5,821886.5,536288000113,536288000113,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,34112837,34112837,,,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CPC GREEN PASTURE KG (P.M.),金巴崙長老會青草地幼稚園(下午),2/F FU TUNG PLAZA FU TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,新界東涌大嶼山富東邨富東廣場二樓,113-56-32,113-56-32,22-17-20,22-17-20,812099.3,812099.3,816683.9,816683.9,524123000112,524123000112,CO-ED,男女,P.M.,下午,ISLANDS,離島區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21090188,21090188,21090286,21090286,,,http://www.gpkg.edu.hk,http://www.gpkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TWGHS LIONS CLUB OF METROPOLITAN H K KG(P.M.),東華三院香港華都獅子會幼稚園(下午),"G/F, MING CHAU HOUSE KIN MING ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳健明邨明宙樓地下,114-14-60,114-14-60,22-18-22,22-18-22,843799.5,843799.5,818581.1,818581.1,559385000112,559385000112,CO-ED,男女,P.M.,下午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,31883565,31883565,31883567,31883567,,,http://www.twghlcmkg.edu.hk/,http://www.twghlcmkg.edu.hk/,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,WISELY KINDERGARTEN (A.M.),偉思幼稚園(上午),1-3 BASEMENTS & G/F 129-133 CAINE ROAD CENTRAL HONG KONG,香港中環堅道129-133號地庫一至三層,114-9-0,114-9-0,22-16-59,22-16-59,833501.8,833501.8,816025.1,816025.1,214248000111,214248000111,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25462022,25462022,28579540,28579540,,,http://www.wisely.edu.hk,http://www.wisely.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YUEN LONG LUTHERAN LIFE KINDERGARTEN (A.M.),元朗信義會生命幼稚園(上午),LOTS 3713 & 3714 IN DD 120 ON SHUN STREET YUEN LONG NEW TERRITORIES,新界元朗安信街丈量約分第120號地段第3713及3714號,114-1-26,114-1-26,22-26-44,22-26-44,820512,820512,834007,834007,155624000111,155624000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24769363,24769363,24793005,24793005,,,http://www.lifekg.edu.hk,http://www.lifekg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,ISLAMIC ABU BAKAR CHUI MEMORIAL KG(WHOLE DAY),伊斯蘭徐錦享紀念幼稚園(全日),G/F KING HEI HOUSE TUNG HEI COURT SHAUKEIWAN HONG KONG (EXCLUDING GAME ROOM B),香港筲箕灣東熹苑景熹閣地下(遊戲室B除外),114-13-7,114-13-7,22-16-48,22-16-48,840563.2,840563.2,815675.7,815675.7,519642000113,519642000113,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,29153303,29153303,29153343,29153343,,,http://www.cmcfa.com,http://www.cmcfa.com,ISLAM,伊斯蘭教,
Kindergartens,幼稚園,TAI TUNG SUN CHUEN ST TERESA KG(WHOLE DAY),大同新邨聖德肋撒幼稚園(全日),54 TAI TSUN STREET COSMOPOLITAN ESTATES TAI WING BUILDING 1/F UNIT C2 & 60 TAI TSUN STREET G/F EAST TAI KOK TSUI KOWLOON,九龍大角咀大全街54號大同新邨大榮樓二樓C2室及大全街60號地下東部(課室9除外),114-9-38,114-9-38,22-19-20,22-19-20,834593,834593,820344.5,820344.5,324060000113,324060000113,CO-ED,男女,WHOLE DAY,全日,YAU TSIM MONG,油尖旺區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,http://www.stteresakg.edu.hk,http://www.stteresakg.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,HK AND MACAU LUTHERAN CH SHEK ON MEM KG (A.M.),港澳信義會錫安紀念幼稚園(上午),2-3/F SHEK ON BUILDING 11 PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,九龍黃大仙蒲崗村道11號鍚安樓2-3樓,114-11-53,114-11-53,22-20-25,22-20-25,838443.7,838443.7,822368.6,822368.6,325090000111,325090000111,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23283681,23283681,23235292,23235292,,,http://www.hkmlc.org/sok.htm,http://www.hkmlc.org/sok.htm,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TWGH TIN WAN KINDERGARTEN(P.M.),東華三院田灣幼稚園(下午),UNIT 1-10 G/F TIN KIN HOUSE TIN WAN ESTATE ABERDEEN HONG KONG,香港香港仔田灣邨田健樓地下1-10室,114-9-2,114-9-2,22-15-7,22-15-7,833543.3,833543.3,812583.3,812583.3,528161000112,528161000112,CO-ED,男女,P.M.,下午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25385867,25385867,25388007,25388007,,,http://twghtwkg.edu.hk,http://twghtwkg.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,THE WOODLAND MONTESSORI PRE-SCHOOL (CAINE ROAD)(A.M.),THE WOODLAND MONTESSORI PRE-SCHOOL (CAINE ROAD)(A.M.),1/F TO 2/F ON FUNG BUILDING 110-118 CAINE ROAD HONG KONG,香港堅道110-118號安峰大廈1樓至2樓,114-9-1,114-9-1,22-16-58,22-16-58,833513.6,833513.6,815980.5,815980.5,594725000111,594725000111,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25491211,25491211,25499011,25499011,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,HKLLC SAU TAK KG(CAMPUS 2)(A.M.),香港靈糧堂秀德幼稚園(二校)(上午),SHOP 2-3 11-13 15-18 1/F WEST KOWLOON PLACE ONE WEST KOWLOON 873 LAI CHI KOK ROAD KOWLOON,"九龍荔枝角道873號一號．西九龍西九龍薈一樓2-3,11-13,15-18號舖",114-8-48,114-8-48,22-20-4,22-20-4,833161.6,833161.6,821698.2,821698.2,601861000111,601861000111,CO-ED,男女,A.M.,上午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,35202238,35202238,35202237,35202237,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TSUEN WAN ST DOMINIC SAVIO KINDERGARTEN(WHOLE DAY),荃灣聖多明尼幼稚園(全日),G/F SHEK KWAI HOUSE SHEK WAI KOK ESTATE KWAI CHUNG NEW TERRITORIES,新界葵涌石圍角邨石葵樓地下,114-7-30,114-7-30,22-22-33,22-22-33,830930.2,830930.2,826291.4,826291.4,156922000113,156922000113,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24929783,24929783,24931038,24931038,,,,,CATHOLICISM,天主教,
Kindergartens,幼稚園,PLK LAU CHAN SIU PO KINDERGARTEN (P.M.),保良局劉陳小寶幼稚園(下午),"PODIUM LEVEL, FU YUN HOUSE (BLOCK 16) FU CHEONG ESTATE CHEUNG SHA WAN KOWLOON",九龍長沙灣富昌邨富潤樓(第十六座)平台,114-9-19,114-9-19,22-19-38,22-19-38,834038.5,834038.5,820919,820919,548723000112,548723000112,CO-ED,男女,P.M.,下午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,22674531,22674531,22674532,22674532,,,http://www.kids-club.net/edu/lcspkg,http://www.kids-club.net/edu/lcspkg,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,TSING YI TRADE ASSN TSEUNG KWAN O KG (A.M.),青衣商會將軍澳幼稚園(上午),"G/F, BLOCK A, WO YAT HOUSE WO MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳和明苑A座和逸閣地下,114-15-59,114-15-59,22-18-55,22-18-55,845502.7,845502.7,819594.6,819594.6,534153000111,534153000111,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,22710099,22710099,22719977,22719977,,,http://www.tsingyitko.edu.hk,http://www.tsingyitko.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ENDEAVOURERS CHAN CHENG KIT WAN KG(WHOLE DAY),勵志會陳鄭潔雲幼稚園(全日),"G/F, TSUI SHOU HOUSE TSUI WAN ESTATE CHAI WAN HONG KONG",香港柴灣翠灣邨翠壽樓地下,114-14-26,114-14-26,22-16-6,22-16-6,842838.6,842838.6,814394.3,814394.3,325619000113,325619000113,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,"25563536, 25578224","25563536, 25578224",29750367,29750367,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ZEBEDEE INTERNATIONAL KINDERGARTEN (P.M.),開心果國際幼稚園(下午),WING A & WING B G/F YAT WING HOUSE YAT NGA COURT TAI PO NEW TERRITORIES,新界大埔逸雅苑逸榮閣地下A翼及B翼,114-10-4,114-10-4,22-26-36,22-26-36,835331.5,835331.5,833758.8,833758.8,573973000112,573973000112,CO-ED,男女,P.M.,下午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,2650 3339,2650 3339,2650 4449,2650 4449,,,http://www.zebedee.edu.hk,http://www.zebedee.edu.hk,,,
Kindergartens,幼稚園,TIN SHUI WAI ALLIANCE KINDERGARTEN(P.M.),天水圍宣道幼稚園(下午),"G/F, WING B & C, HENG FU HOUSE BLOCK 3, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG, N.T. (KINDERGARTEN) NEW TERRITORIES",新界元朗天水圍天恆邨第三座恆富樓地下B及C翼幼稚園,113-59-57,113-59-57,22-28-14,22-28-14,817964.5,817964.5,836796.4,836796.4,543489000112,543489000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24865226,24865226,24865230,24865230,,,http://www.ttkg.edu.hk,http://www.ttkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,ZION LUTHERAN KINDERGARTEN(P.M.),路德會錫安堂幼稚園(下午),2/F 275 KING'S ROAD HONG KONG,香港英皇道275號3樓,114-11-42,114-11-42,22-17-25,22-17-25,838143.2,838143.2,816821.9,816821.9,316660000112,316660000112,CO-ED,男女,P.M.,下午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25712570,25712570,25704685,25704685,,,http://kindergarten.zionluth.org.hk,http://kindergarten.zionluth.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,KOWLOON BAPTIST CHURCH KINDERGARTEN (A.M.),KOWLOON BAPTIST CHURCH KINDERGARTEN (A.M.),M&1/F 300 JUNCTION ROAD KOWLOON TONG KOWLOON,九龍九龍塘聯合道300號夾層及1樓,114-10-54,114-10-54,22-20-22,22-20-22,836771.5,836771.5,822250.7,822250.7,215244000111,215244000111,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23366213,23366213,23392142,23392142,,,http://www.kbck.edu.hk,http://www.kbck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
